idx,raw_id,original_sentence,standard_negation,sn_절1,sn_절2,sn_절3,local_negation_type,local_negation,local_부정요소,ln_절1,ln_절2,contradiction,paraphrase,note
3918,487574,포틀랜드 엑스퍼지션 빌딩은 미국 메인주 포틀랜드에 위치하며 G 리그 메인 셀틱스의 홈경기장으로 사용되는 실내 경기장이다.,포틀랜드 엑스퍼지션 빌딩은 미국 메인주 포틀랜드에 위치하지 않거나 G 리그 메인 셀틱스의 홈경기장으로 사용되는 실내 경기장이 아니다.,안 장형,아니다,,대등절 일부,포틀랜드 엑스퍼지션 빌딩은 미국 메인주 포틀랜드에 위치하지 않으며 G 리그 메인 셀틱스의 홈경기장으로 사용되는 실내 경기장이다.,위치하며,안 장형,,포틀랜드 엑스퍼지션 빌딩은 미국 오리건주 포틀랜드에 위치하며 NBA 포틀랜드 트레일 블레이저스의 홈경기장으로 사용되는 실내 경기장이다.,"포틀랜드 엑스퍼지션 빌딩은 미국 메인주 포틀랜드에 있는 실내 체육관으로, G 리그 메인 셀틱스의 홈구장으로 쓰인다.",
3919,665685,조용승은 퇴임 후 성균관대학교와 고려대학교에서 강의하였으며 현재 이화여자대학교 명예교수로 있다.,조용승은 퇴임 후 성균관대학교 혹은 고려대학교에서 강의하지 않았거나 현재 이화여자대학교 명예교수로 있지 않다.,안 장형,안 장형,,대등절 일부,조용승은 퇴임 후 성균관대학교와 고려대학교에서 강의하지 않았으며 현재 이화여자대학교 명예교수로 있다.,강의하였으며,안 장형,,조용승은 퇴임 후 서울대학교와 연세대학교에서만 강의하였으며 현재 오직 고려대학교 명예교수로 있다.,"조용승은 은퇴 이후 성균관대와 고려대에서 강의를 한 뒤, 현재는 이화여대에서 명예교수로 있다.",
3920,401414,"페스트라이쉬는 한국대사관 문화원에서 근무하며 Dynamic Korea 편집장을 겸임했고, 2007년 한국에 이주하여 충청남도 도지사 특별보좌관으로 활동하며 지역 국제화와 다문화 정책에 참여했다.","페스트라이쉬는 한국대사관 문화원에서 근무하며 Dynamic Korea 편집장을 겸임하지 않았거나, 2007년 한국에 이주하여 충청남도 도지사 특별보좌관으로 활동하며 지역 국제화와 다문화 정책에 참여 하지 않았다.",안 장형,안 장형,,부사절,"페스트라이쉬는 한국대사관 문화원에서 근무하며 Dynamic Korea 편집장을 겸임했고, 2007년 한국에 이주하지 않아 충청남도 도지사 특별보좌관으로 활동하며 지역 국제화와 다문화 정책에 참여했다.",이주하여,안 장형,,"페스트라이쉬는 일본대사관 문화원에서 근무하며 Dynamic Korea 편집장을 겸임했고, 2017년 한국에 이주하여 충청북도 도지사 특별보좌관으로 활동하며 지역 고립화와 단일 문화 정책에 참여했다.","페스트라이쉬는 한국대사관 문화원에서 일하면서 Dynamic Korea의 편집장을 맡은 바 있으며, 2007년에 한국으로 이주한 뒤 충청남도 도지사의 특별보좌관으로 지역 국제화와 다문화 정책 관련 업무를 수행했다.",
3921,430668,경찰이 유리창을 깨고 진입하는 소란이 벌어진 뒤 오후 6시 30분경 민주노총 사무실이 있는 13층부터 옥상까지 올라갔으나 철도 노조 지도부가 발견되지 않았다.,경찰이 유리창을 깨고 진입하는 소란이 벌어진 뒤 오후 6시 30분경 민주노총 사무실이 있는 13층부터 옥상까지 올라가지 않았거나 철도 노조 지도부가 발견되었다.,안 장형,,,관형절,경찰이 유리창을 깨고 진입하는 소란이 벌어진 뒤 오후 6시 30분경 민주노총 사무실이 없는 13층부터 옥상까지 올라갔으나 철도 노조 지도부가 발견되지 않았다.,사무실이 있는,어휘적,,경찰이 유리창을 깨고 진입하는 소란이 벌어진 뒤 오후 6시 30분경 민주노총 사무실이 있는 13층부터 옥상까지 올라가서 철도 노조 지도부가 발견되었다.,"경찰이 유리창을 깨며 진입한 후 오후 6시 30분쯤 민주노총 사무실이 위치한 13층에서 옥상까지 올랐지만, 철도 노조 지도부는 찾지 못했다.",
3922,786659,"《카기나도》는 라이덴 필름 교토 스튜디오가 제작한 일본 텔레비전 애니메이션이며, 1기는 2021년 10월부터 12월까지, 2기는 2022년 4월부터 6월까지 TOKYO MX에서 방영되었다.","《카기나도》는 라이덴 필름 교토 스튜디오가 제작한 일본 텔레비전 애니메이션이 아니거나, 1기는 2021년 10월부터 12월까지 혹은 2기는 2022년 4월부터 6월까지 TOKYO MX에서 방영되지 않았다.",안 장형,,,관형절,"《카기나도》는 라이덴 필름 교토 스튜디오가 제작하지 않은 일본 텔레비전 애니메이션이며, 1기는 2021년 10월부터 12월까지, 2기는 2022년 4월부터 6월까지 TOKYO MX에서 방영되었다.",제작한,안 장형,,"《카기나도》는 교토 애니메이션이 제작한 일본 텔레비전 애니메이션이며, 1기는 2021년 10월부터 12월까지, 2기는 2022년 4월부터 6월까지 NHK에서 독점 방영되었다.","《카기나도》는 라이덴 필름 교토 스튜디오가 만든 일본 TV 애니메이션으로, 첫 번째 시즌은 2021년 10월부터 12월까지, 두 번째 시즌은 2022년 4월에서 6월까지 TOKYO MX에서 방송되었다.",
3923,855173,퍼레이드는 2024년 2월 29일부터 넷플릭스에서 공개된 일본 영화이다.,퍼레이드는 2024년 2월 29일부터 넷플릭스에서 공개된 일본 영화가 아니다.,아니다,,,관형절,퍼레이드는 2024년 2월 29일부터 넷플릭스에서 공개되지 않은 일본 영화이다.,공개된,안 장형,,퍼레이드는 2024년 2월 29일부터 넷플릭스에서 공개된 한국 드라마이다.,퍼레이드는 넷플릭스를 통해 2024년 2월 29일에 공개된 일본 영화다.,
3924,217795,20세기에 접어들면서 터브먼은 오번의 감리교감독시온교회에 참여하며 터브먼 자신이 가진 땅을 노년의 흑인을 위한 주택 건축에 기부하였다.,20세기에 접어들면서 터브먼은 오번의 감리교감독시온교회에 참여하며 터브먼 자신이 가진 땅을 노년의 흑인을 위한 주택 건축에 기부하지 않았다.,안 장형,,,종속절,20세기에 접어들지 않으면서 터브먼은 오번의 감리교감독시온교회에 참여하며 터브먼 자신이 가진 땅을 노년의 흑인을 위한 주택 건축에 기부하였다.,접어들면서,안 장형,,20세기에 접어들면서 터브먼은 오번의 감리교감독시온교회에서 제명되며 터브먼 자신이 가진 땅을 노년의 백인 전용 주택 건축에 기부하였다.,"20세기가 시작된 후 터브먼은 오번의 감리교감독시온교회에 다니면서, 자신의 토지를 나이 많은 흑인들을 위한 주택 건설 목적으로 내놓았다.",
3925,851183,"미케이리노노 미코토는 우가야후키아에즈노 미코토의 아들이고 진무 천황의 형이며, 『고사기』에 미코토가 물마루를 건너 토코요국으로 갔다고 하는 기록이 있다.","미케이리노노 미코토는 우가야후키아에즈노 미코토의 아들이 아니거나 진무 천황의 형이 아니거나, 『고사기』에 미코토가 물마루를 건너 토코요국으로 갔다고 하는 기록이 있지 않다.",아니다,안 장형,,인용절,"미케이리노노 미코토는 우가야후키아에즈노 미코토의 아들이고 진무 천황의 형이며, 『고사기』에 미코토가 물마루를 건너 토코요국으로 못 갔다고 하는 기록이 있다.",갔다고 하는,못 단형,,"미케이리노노 미코토는 우가야후키아에즈노 미코토의 아버지이고 진무 천황의 동생이며, 『고사기』에 미코토가 하늘길을 따라 타카마가하라로 갔다고 하는 기록이 있다.","미케이리노노 미코토는 우가야후키아에즈노 미코토의 자식이고 진무 천황의 형제이며, 『고사기』에는 그가 물마루를 건너 토코요국으로 갔다는 내용이 실려 있다.",
3926,486522,"킴벌리 엘리스는 미국 배우이며, 2005년 영화 《다이어리 오브 매드 블랙 우먼》으로 2006년 NAACP 이미지상 영화 부문 여우주연상을 받았다.","킴벌리 엘리스는 미국 배우가 아니거나, 2005년 영화 《다이어리 오브 매드 블랙 우먼》으로 2006년 NAACP 이미지상 영화 부문 여우주연상을 받지 못했다.",못 장형,,,대등절 일부,"킴벌리 엘리스는 미국 배우가 아니며, 2005년 영화 《다이어리 오브 매드 블랙 우먼》으로 2006년 NAACP 이미지상 영화 부문 여우주연상을 받았다.",배우이며,아니다,,"킴벌리 엘리스는 미국 배우이며, 2005년 영화 《다이어리 오브 매드 블랙 우먼》으로 2006년 NAACP 이미지상 TV 부문 남우주연상을 받았다.",킴벌리 엘리스는 2006년 NAACP 이미지상 영화 부문 여우주연상을 2005년 영화 《다이어리 오브 매드 블랙 우먼》으로 수상한 미국 배우이다.,
3927,884136,배호분지는 일부 수렴하는 판 경계에서 형성되는 열도와 섭입대와 관련된 해저 지형 유형의 지질학적 분지이며 서태평양에서 발견된다.,배호분지는 일부 수렴하는 판 경계에서 형성되는 열도와 섭입대와 관련된 해저 지형 유형의 지질학적 분지가 아니거나 서태평양에서 발견되지 않는다.,아니다,안 장형,,대등절 일부,배호분지는 일부 수렴하는 판 경계에서 형성되는 열도와 섭입대와 관련된 해저 지형 유형의 지질학적 분지이며 서태평양에서 발견되지 않는다.,발견된다,안 장형,,배호분지는 발산하는 판 경계에서 형성되는 정중앙해령과 열곡과 관련된 해저 지형 유형의 지질학적 분지이며 대서양에서 발견된다.,"배호분지는 섭입대와 열도 등 일부 수렴형 판 경계에 형성되어, 서태평양에서 볼 수 있는 해저의 지질학적 분지이다.",
3928,201385,"2006년 7월 15일 MBC에서 첫 방송된 대한민국 드라마 <도로시를 찾아라>는 손헌수의 마지막 드라마 출연작이며, MBC는 <도로시를 찾아라> 방영 후 4부작 특집극 편성을 계획했으나 실행하지 못했다.","2006년 7월 15일 MBC에서 첫 방송된 대한민국 드라마 <도로시를 찾아라>는 손헌수의 마지막 드라마 출연작이 아니거나, MBC는 <도로시를 찾아라> 방영 후 4부작 특집극 편성을 계획하지 못했거나 실행했다.",아니다,못 장형,,대등절 일부,"2006년 7월 15일 MBC에서 첫 방송된 대한민국 드라마 <도로시를 찾아라>는 손헌수의 마지막 드라마 출연작이며, MBC는 <도로시를 찾아라> 방영 후 4부작 특집극 편성을 계획하지 않았고 실행하지 못했다.",계획했으나,안 장형,,"2006년 7월 15일 MBC에서 첫 방송된 대한민국 드라마 <도로시를 찾아라>는 손헌수의 마지막 드라마 출연작이며, MBC는 <도로시를 찾아라> 방영 후 4부작 특집극 편성을 계획했고 성공적으로 실행했다.","<도로시를 찾아라>는 2006년 7월 15일에 MBC에서 첫 방송된 대한민국 드라마로, 손헌수가 마지막으로 출연한 드라마다. 또한, MBC는 이 드라마 이후에 4부작 특집극 편성을 계획했지만 실행에 옮기지 못했다.",
3929,781568,1971년에 미국에서 제작된 모험 영화 마지막 계곡은 제임스 클라벨 감독이 연출하고 마이클 케인이 주연을 맡았다.,1971년에 미국에서 제작된 모험 영화 마지막 계곡은 제임스 클라벨 감독이 연출하지 않았거나 마이클 케인이 주연을 맡지 않았다.,안 장형,안 장형,,관형절,1971년에 미국에서 제작되지 않은 모험 영화 마지막 계곡은 제임스 클라벨 감독이 연출하고 마이클 케인이 주연을 맡았다.,제작된,안 장형,,1971년에 미국에서 제작된 모험 영화 마지막 계곡은 스탠리 큐브릭 감독이 연출하고 알 파치노만 주연을 맡았다.,"1971년 미국에서 만들어진 모험 영화 ‘마지막 계곡’은 감독이 제임스 클라벨이고, 주연 배우는 마이클 케인이다.",
3930,831417,"벽돌은 미국 내 경쟁자들을 이겨냈으나 일본에서 대량으로 수입된 일안 반사식 카메라에 밀려 1966년에 도산했고, 80년이 지난 지금 구조가 간단한 C3가 많이 사용되고 있다.","벽돌은 미국 내 경쟁자들을 이겨내지 못했거나 일본에서 대량으로 수입된 일안 반사식 카메라에 밀려 1966년에 도산하지 못했거나, 80년이 지난 지금 구조가 간단한 C3가 많이 사용되고 있지 않다.",못 장형,못 장형,안 장형,부사절,"벽돌은 미국 내 경쟁자들을 이겨냈으나 일본에서 대량으로 수입된 일안 반사식 카메라에 밀리지 않아 1966년에 도산했고, 80년이 지난 지금 구조가 간단한 C3가 많이 사용되고 있다.",밀려,안 장형,,"벽돌은 미국 내 경쟁자들에게 패배했으나 일본에서 대량으로 수입된 일안 반사식 카메라를 제치고 1966년에 급성장했고, 80년이 지난 지금 구조가 간단한 C3가 드물게 사용되고 있다.","벽돌은 미국 시장에서 경쟁사들을 제쳤지만, 일본산 일안 반사식 카메라의 대량 수입으로 인해 1966년에 파산했다. 80년이 지난 현재도 C3와 같은 단순한 구조의 제품이 널리 쓰이고 있다.",
